Dep_Lemma	Head_Lemma	Count
تَأمِين	دَعَا	1
تَأمِين	دِعَامَة	1
تَأمِين	شَرِكَة	6
تَأمِين	عَرض	1
تَأمِين	عَقد	1
تَأمِين	قَام	1
تَأمِين	قِطَاع	2
تَأمِين	قِيمَة	1
تَأمِين	لَبَّى	1
تَأمِين	محفظة	1
تَأمِين	مَال	3
تَأمِين	مَجَال	1
تَأمِين	مُشتَرِكَة	1
تَأمِين	مُعِيد	1
تَأمِين	نعيد	1
تَأمِين	نِظَام	1
تَأمِين	هَيئَة	1
تَأمِين	وَسِيلَة	1
تَأهِيل	إِعَادَة	2
تَأهِيل	تَحرِير	1
تَأهِيل	خُطَّة	1
تَأهِيل	عَمَل	1
تَأوِيل	خِطَاب	1
تَأيِيد	أَبدَى	1
تَأيِيد	أَعلَن	1
تَأيِيد	اِعتِذَار	1
تَأيِيد	تَرحِيب	1
تَأيِيد	حَظِي	1
تَأيِيد	دَعم	1
تَأيِيد	شَجَّع	1
تَأيِيد	قَرَار	1
تَأَتَّى	وَ	1
تَأَثَّر	أَظهَر	1
تَأَثَّر	أَعلَن	1
تَأَثَّر	تَأَثَّر	1
تَأَثَّر	قَال	1
تَأَثَّر	لَافِت	1
تَأَثَّر	وَحِيد	1
تَأَثُّر	بَكَى	1
تَأَجَّل	مُقَرَّر	1
تَأَجَّل	وَ	1
تَأَخَّر	أَعلَن	1
تَأَخَّر	شَكّ	1
تَأَخَّر	كَان	1
تَأَخُّر	اِستِمرَار	1
تَأَخُّر	عَانَى	1
تَأَخُّر	قَضَاء	1
تَأَخُّر	نَتِيجَة	1
تَأَخُّر	نَدَّد	1
تَأَخُّر	وسنحتفل	1
تَأَزَّم	أَصَاب	1
تَأَزُّم	حَال	1
تَأَسَّس	حِزب	3
تَأَسَّس	وَ	2
تَأَقلُم	صُعُوبَة	1
تَأَقلُم	عَدَم	1
تَأَكَّد	اِختَفَى	1
تَأَكَّد	بَدَأ	1
تَأَكَّد	عَمَد	1
تَأَكَّد	قَال	1
تَأَكُّد	تَمّ	2
تَأَكُّد	تَوَجَّه	1
تَأَكُّد	قَرَّر	1
تَأَكُّد	مُتَابَعَة	2
تَأَكُّد	مُجَازَفَة	1
تَأَكُّد	مُرَاجَعَة	1
تَأَلَّف	أَشَار	1
تَأَلَّف	أَضَاف	1
تَأَلَّف	كِيَان	1
تَأَلَّف	مَعرِض	1
تَأَلَّف	وَ	1
تَأَلَّم	كَان	1
تَأَهَّب	وَ	1
تَأَهَّل	أَقَام	1
تَأَهَّل	أَنَّ	1
تَأَهَّل	اِستَضَاف	1
تَأَهَّل	وَ	1
تَأَهُّب	اِستِنفَار	1
تَأَهُّل	أَثَّر	1
تَأَهُّل	جَاء	1
تَأَهُّل	حَسم	1
تَأَهُّل	سَعَى	1
تَأَهُّل	مَهَمَّة	1
تَائِب	عُضو	1
تَابَع	أَشَار	1
تَابَع	أَوضَح	1
تَابَع	حَضَر	1
تَابَع	ذَكَر	1
تَابَع	ستِيفِن	1
تَابَع	قَال	1
تَابَع	مُشِير	1
تَابَع	وَ	35
تَابِع	البشمرجة	1
تَابِع	الكونكورد	1
تَابِع	تَأمِين	1
تَابِع	ثَلَاثَة	1
تَابِع	جَيش	1
تَابِع	حِزب	1
تَابِع	خَافِرَة	1
تَابِع	دَورِيَّة	1
تَابِع	شَرِكَة	12
تَابِع	صُندُوق	1
تَابِع	طَائِرَة	6
تَابِع	طَاقِم	1
تَابِع	عَمَلِيَّة	1
تَابِع	فُندُق	1
تَابِع	فِرقَة	1
تَابِع	قَريَة	3
تَابِع	كَان	1
تَابِع	لَجنَة	4
تَابِع	مَاء	1
تَابِع	مَجمُوعَة	1
تَابِع	مَحكَمَة	1
تَابِع	مَخزَن	2
تَابِع	مَدِينَة	1
تَابِع	مَركَز	3
تَابِع	مَصرِف	1
تَابِع	مَعنِيّ	1
تَابِع	مَعهَد	2
تَابِع	مَكتَب	2
تَابِع	مَوقِع	1
تَابِع	مُفَاوِض	1
تَابِع	مِنطَقَة	2
تَابِع	هَيئَة	1
تَابِع	وَحدَة	2
تَاجِر	23128	1
تَاجِر	6973	1
تَاجِر	أَحَد	1
تَاجِر	أَكَّد	1
تَاجِر	أَوضَح	1
تَاجِر	اِتَّفَق	1
تَاجِر	اِرتِفَاع	1
تَاجِر	اِغتَال	1
تَاجِر	بَعض	1
تَاجِر	تَعَامُل	1
تَاجِر	تَقَدَّم	1
تَاجِر	تَوزِيع	1
تَاجِر	ثَلَاثَة	1
تَاجِر	رَجُل	1
تَاجِر	رَفَض	1
تَاجِر	زَاد	1
تَاجِر	سَمَح	1
تَاجِر	شَرِكَة	1
تَاجِر	شِرَاء	1
تَاجِر	عَدِيد	1
تَاجِر	عَقد	1
تَاجِر	قَال	1
تَاجِر	قَرَّر	1
تَاجِر	كَبِير	2
تَاجِر	معاملات	1
تَاجِر	مُستَورِد	1
تَاجِر	مُنتِج	1
تَاجِر	مُوَاجَهَة	1
تَاجِر	وَصَل	1
تَاجِرَة	قَال	1
تَارَة	رَغبَة	1
تَارَة	نَبَع	1
تَارِيخ	أَسرَع	1
تَارِيخ	أَوَّل	2
تَارِيخ	أُسبُوع	1
تَارِيخ	إِجرَاء	1
تَارِيخ	إِنَّ	1
تَارِيخ	المتربطان	1
تَارِيخ	امثلة	1
تَارِيخ	بَلَد	1
تَارِيخ	تَطَوُّر	1
تَارِيخ	تَعَرَّض	1
تَارِيخ	تَمّ	1
تَارِيخ	ثماني	1
تَارِيخ	جُمهُورِيَّة	1
تَارِيخ	حَاصِل	1
تَارِيخ	حَقِيقَة	1
تَارِيخ	خورداد	1
تَارِيخ	خِطَاب	1
تَارِيخ	دَاهَم	1
تَارِيخ	رَجَع	1
تَارِيخ	سَنَة	1
تَارِيخ	صَدَر	2
تَارِيخ	عَجز	1
تَارِيخ	عَدَد	1
تَارِيخ	عَرَف	1
تَارِيخ	فَترَة	2
تَارِيخ	قَسَّم	1
تَارِيخ	لَيس	1
تَارِيخ	مَرحَلَة	1
تَارِيخ	مَرَّة	2
تَارِيخ	مَسؤُولِيَّة	1
تَارِيخ	مُتَخَصِّص	1
تَارِيخ	مُعطَى	1
تَارِيخ	مُنتَصَف	1
تَارِيخ	مِلَفّ	1
تَارِيخ	يَوم	4
تَارِيخِيّ	بَيَان	1
تَارِيخِيّ	تَجرِبَة	1
تَارِيخِيّ	تَنَازُل	1
تَارِيخِيّ	ثَابِت	1
تَارِيخِيّ	زِيَارَة	1
تَارِيخِيّ	سِجِلّ	1
تَارِيخِيّ	فُرصَة	1
تَارِيخِيّ	قِمَّة	1
تَارِيخِيّ	كِتَاب	1
تَاس	إِيتَار	2
تَاس	كَان	1
تَاس	وِكَالَة	4
تَاسِع	احتجزوا	1
تَاسِع	بَدء	2
تَاسِع	جُثَّة	1
تَاسِع	حَدّ	1
تَاسِع	قَرن	1
تَاسِع	قَرَار	1
تَاسِع	لَعِب	1
تَاسِع	مَركَز	1
تَاسِع	هِيرُوشِيمَا	1
تَافِه	ثَرثَرَة	1
تَافِه	رَأَى	1
تَالِف	زِيَادَة	1
تَالِي	أَخَذ	1
تَالِي	أَدَّى	1
تَالِي	اِجتِذَاب	1
تَالِي	اِنحَسَر	1
تَالِي	اِنطَلَى	1
تَالِي	بِ	2
تَالِي	تَوَافَر	1
تَالِي	جُزء	1
تَالِي	جُملَة	1
تَالِي	حَصَل	1
تَالِي	خُرُوج	1
تَالِي	زِيَادَة	1
تَالِي	سُؤَال	1
تَالِي	ضَرُورِيّ	1
تَالِي	ضُعف	1
تَالِي	عَام	1
تَالِي	عَدَم	1
تَالِي	عِبَارَة	1
تَالِي	كَان	2
تَالِي	لَيس	3
تَالِي	وَ	1
تَالِي	يمكنالاستماع	1
تَالِي	يَوم	2
تَامّ	اِستِعدَاد	1
تَامّ	رَاحَة	1
تَامّ	رُخَام	1
تَامّ	رِضَا	1
تَامّ	سِلعَة	1
تَامّ	شَكل	2
تَامّ	شَلَل	1
تَامّ	نَجَاح	1
تَامّ	وَقف	1
تَامّ	يَقِين	1
تَانيَا	لاورنس	1
تَاون	جوهانسبرج	1
تَاون	رَبَط	1
تَايلَاند	أَتَاح	1
تَايلَاند	أَقلَق	1
تَايلَاند	بمخاوف	1
تَايلَاند	رَئِيس	2
تَايلَاند	سَفَر	1
تَايلَاند	سَفِير	1
تَايلَاند	طَار	1
تَايلَاند	فَوز	2
تَايلَاند	مُنتَخَب	2
تَايلَاندِيّ	خَطّ	2
تَايلَاندِيّ	فَاز	1
تَايلَاندِيّ	مَسؤُول	1
تَايلَاندِيّ	مُنتَج	1
تَايلَاندِيّ	وَفد	1
تَايلَاندِيّ	وَكَالَة	1
تَايلَاندِيّ	وِكَالَة	1
تَايمز	صَحِيفَة	5
تَايمز	مَوقِع	1
تَايوَان	كُورِيَا	1
تَايوَانِيّ	شَرِكَة	4
تَبدِيد	تَمّ	1
تَبدِيل	غُرفَة	1
تَبذِير	إِفرَاط	1
تَبذِير	مَظهَر	1
تَبرِئَة	أَوَّل	1
تَبرِئَة	حُكم	1
تَبرِئَة	قَرَار	1
تَبرِيد	عَمَلِيَّة	1
تَبرِير	أَوضَح	1
تَبرِير	اِستَغَلّ	1
تَبرِير	تضخيم	1
تَبرِير	قَدَّم	1
تَبرِير	مُحَاوَلَة	1
تَبرِير	هُوَ	1
تَبسِيط	إِعَادَة	1
تَبسِيط	اِسم	1
تَبسِيط	بَدَأ	1
تَبسِيط	قَانُون	1
تَبلِيغ	تَمّ	3
تَبيِيض	بِ	1
تَبيِيض	جَرِيمَة	1
تَبيِيض	حَالَة	1
تَبيِيض	حَظر	1
تَبيِيض	مُكَافَحَة	5
تَبَادَل	أَفَاد	1
تَبَادَل	اِرتَقَى	1
تَبَادَل	طَوَى	1
تَبَادَل	قَطَع	1
تَبَادُل	آلِيَّة	1
تَبَادُل	إِطَار	1
تَبَادُل	اِحتِمَال	1
تَبَادُل	اِستِقرَار	1
تَبَادُل	اِنفِتَاح	1
تَبَادُل	بَيَان	1
تَبَادُل	تَبَادُل	1
تَبَادُل	تَرَاجَع	1
تَبَادُل	تَرَاجُع	1
تَبَادُل	تَرَكَّز	1
تَبَادُل	تَسهِيل	3
تَبَادُل	تَشجِيع	1
تَبَادُل	تَضَمَّن	2
تَبَادُل	تَفعِيل	1
تَبَادُل	تَقَرَّر	1
تَبَادُل	تَمّ	1
تَبَادُل	تَنشِيط	1
تَبَادُل	جَرَى	1
تَبَادُل	حَجم	12
تَبَادُل	حَرَكَة	2
تَبَادُل	حُرِّيَّة	1
تَبَادُل	حِوَار	1
تَبَادُل	خَصَّص	1
تَبَادُل	دَعم	1
تَبَادُل	دِعمَة	1
تَبَادُل	زِيَادَة	3
تَبَادُل	شَأن	1
تَبَادُل	شَارَك	1
تَبَادُل	صَفقَة	3
تَبَادُل	عَمَلِيَّة	1
تَبَادُل	قَتَل	1
تَبَادُل	مَجَال	1
تَبَادُل	مَزِيد	1
تَبَادُل	مُؤَكِّد	1
تَبَادُل	مُستَوَى	2
تَبَادُل	مُشكِلَة	1
تَبَادُل	مُشَارَكَة	1
تَبَادُل	مُعَدَّل	2
تَبَادُل	مُعَوِّق	4
تَبَادُل	مُفَاوَضَة	1
تَبَادُل	مُكَافَحَة	1
تَبَادُل	مِنطَقَة	1
تَبَادُل	نَظَّم	1
تَبَادُل	هَدَف	1
تَبَادُل	وَجَب	1
تَبَاطُؤ	اِضطَرّ	1
تَبَاطُؤ	حَالَة	1
تَبَايُن	مِحوَر	1
تَبَخَّر	تَوَقَّع	1
تَبَدَّى	شَهِد	1
تَبَرَّع	تَرَدَّد	1
تَبَرَّع	وَ	1
تَبَرُّع	جَمع	1
تَبَرُّع	دَعوَى	2
تَبَرُّع	سَيَّارَة	1
تَبَرُّع	مَسؤُولِيَّة	1
تَبَع	للتراتيب	1
تَبَقَّى	مَا	3
تَبَلُّد	شُعُور	1
تَبَنَّى	1948	1
تَبَنَّى	أَعلَن	1
تَبَنَّى	أَنَّ	1
تَبَنَّى	الرجل	1
تَبَنَّى	جَمعِيَّة	1
تَبَنَّى	حَملَة	2
تَبَنَّى	خَطَّط	1
تَبَنَّى	دَعَم	1
تَبَنَّى	ضَرُورَة	1
تَبَنَّى	لَفَت	1
تَبَنَّى	مَن	1
تَبَنَّى	وَ	3
تَبَنَّى	وَقَع	1
تَبَنِّي	طَالَب	1
تَبَنِّي	لَازِم	1
تَبَنِّي	مَخَافَة	1
تَبَنِّي	نَوَى	1
تَبَيَّن	أَعَار	1
تَبَيَّن	أَفضَل	1
تَبَيَّن	تَجرِبَة	1
تَبَيَّن	تَمّ	1
تَبَيَّن	تَوَجَّه	1
تَبَيَّن	حسن	1
تَبَيَّن	دَار	1
تَبَيَّن	عَاش	1
تَبَيَّن	مُتَوَقَّع	1
تَبَيَّن	نَشَر	1
تَبَيَّن	وَ	3
تَبَيُّن	مَكَّن	1
تَبِع	أَرض	1
تَبِع	أَصبَح	1
تَبِع	أَوضَح	1
تَبِع	إِعطَاء	1
تَبِع	اِجتِمَاع	1
تَبِع	خِطَاب	1
تَبِع	صُندُوق	1
تَبِع	عَانَى	1
تَبِع	كَان	1
تَبِع	مَرحَلَة	1
تَبِع	نَشَر	1
تَبِع	وَ	2
تَتوِيج	وَاحِد	1
تَتَبُّع	أَفَاد	1
تَتَبُّع	قَاعِدَة	1
تَتَبُّع	قَام	1
تَتَبُّع	نِظَام	1
تَثبِيت	إِعَادَة	1
تَثبِيت	سَعَى	1
تَثبِيت	عَمَد	1
تَثبِيت	قَام	1
تَثقِيف	أَمِين	1
تَثَبُّت	إِشهَار	1
تَجدِيد	أَهَمِّيَّة	1
تَجدِيد	إِصلَاح	1
تَجدِيد	الساعية	1
تَجدِيد	اِستِخدَام	1
تَجدِيد	اِنتِخَاب	1
تَجدِيد	بَتّ	1
تَجدِيد	تَرمِيم	1
تَجدِيد	جَاء	1
تَجدِيد	حَضّ	1
تَجدِيد	قَابِل	1
تَجدِيد	نَجَح	1
تَجذِير	قَوَّى	1
تَجرِبَة	آخِر	1
تَجرِبَة	أَجرَى	1
تَجرِبَة	أَصعَب	1
تَجرِبَة	أَظهَر	1
تَجرِبَة	أَفضَل	1
تَجرِبَة	أَكثَر	1
تَجرِبَة	إِجرَاء	2
تَجرِبَة	الاستناد	1
تَجرِبَة	اِزدَاد	1
تَجرِبَة	اِستِفَادَة	2
تَجرِبَة	اِنتَهَى	1
تَجرِبَة	اِندَرَج	1
تَجرِبَة	اِنسِحَاب	1
تَجرِبَة	بَحث	1
تَجرِبَة	بَدَأ	1
تَجرِبَة	حَقَّق	3
تَجرِبَة	حَلّ	2
تَجرِبَة	دَرس	1
تَجرِبَة	رَأَى	1
تَجرِبَة	سَائِق	1
تَجرِبَة	سَبِيل	1
تَجرِبَة	طَرَح	1
تَجرِبَة	ظَهَر	1
تَجرِبَة	عَرَض	1
تَجرِبَة	فَاشِل	1
تَجرِبَة	كَان	1
تَجرِبَة	مستوحى	1
تَجرِبَة	مفلس	1
تَجرِبَة	مُستَعِدّ	1
تَجرِبَة	مُنَافَسَة	1
تَجرِبَة	نَظَرِيَّة	1
تَجرِبَة	نَقل	1
تَجرِيبِيّ	تَشغِيل	1
تَجرِيبِيّ	مَشرُوع	1
تَجرِيد	أَصَرّ	1
تَجرِيد	تَمّ	1
تَجرِيف	إِقَامَة	1
تَجرِيم	اِبتِزَاز	1
تَجزِئَة	أَجرَى	1
تَجزِئَة	جُملَة	1
تَجزِئَة	قَصر	1
تَجسِيد	تَرجَمَة	1
تَجسِيد	جهودنا	1
تَجسِيد	حُبّ	1
تَجفِيف	اِستَخدَم	1
تَجمِيد	اِتَّجَه	2
تَجمِيد	اِتَّهَم	1
تَجمِيد	حَلّ	1
تَجمِيد	طَلَب	1
تَجمِيد	قَرَار	2
تَجمِيد	قِيَام	1
تَجمِيد	مَسؤُولِيَّة	1
تَجمِيد	وَسِيلَة	1
تَجمِيع	إِنتَاج	1
تَجمِيع	رَفع	1
تَجمِيع	عَمِل	1
تَجمِيع	مَشرُوع	1
تَجمِيلِيّ	إِجرَاء	1
تَجمِيلِيّ	حِوَار	1
تَجنِيد	عَمَد	1
تَجنِيد	غَربَلَة	1
تَجهِيز	إِعدَاد	1
تَجهِيز	اِلتِقَاط	1
تَجهِيز	اِنتِهَاء	1
تَجهِيز	تَنَافَس	1
تَجهِيز	تَوفِير	1
تَجهِيز	دَار	1
تَجهِيز	غَزل	1
تَجهِيز	غَنِيّ	1
تَجهِيز	مُستَلزَم	1
تَجوَال	خُرُوج	1
تَجوِيع	دَمَّر	1
تَجَاذُب	أَخَّر	1
تَجَاذُب	جَوّ	1
تَجَاسَر	كَان	1
تَجَاهَل	أَعرَب	1
تَجَاهُل	أَكثَر	1
تَجَاهُل	أَمكَن	3
تَجَاهُل	اِستَطَاع	1
تَجَاهُل	اِستِمرَار	1
تَجَاوَز	25	1
تَجَاوَز	أَشَار	2
تَجَاوَز	أَمكَن	1
تَجَاوَز	أَنتَج	1
تَجَاوَز	اِتَّجَه	1
تَجَاوَز	اِزدَاد	1
تَجَاوَز	اِستَمَرّ	1
تَجَاوَز	اِستِثمَار	2
تَجَاوَز	اِنخَفَض	1
تَجَاوَز	بَلَغ	2
تَجَاوَز	تَبَيَّن	1
تَجَاوَز	تَرَاوَح	1
تَجَاوَز	تَصدِير	1
تَجَاوَز	تَوَاجَد	1
تَجَاوَز	ثَبَت	1
تَجَاوَز	دَين	2
تَجَاوَز	ذٰلِكَ	1
تَجَاوَز	رَصِيد	1
تَجَاوَز	رَفَض	1
تَجَاوَز	زِيَادَة	1
تَجَاوَز	صَادِر	1
تَجَاوَز	صَنَّف	1
تَجَاوَز	عَنَى	1
تَجَاوَز	عِبء	1
تَجَاوَز	غَير	1
تَجَاوَز	فَترَة	2
تَجَاوَز	فَرَض	1
تَجَاوَز	قَال	1
تَجَاوَز	قَدَّر	1
تَجَاوَز	قَضَى	1
تَجَاوَز	قِيمَة	1
تَجَاوَز	كَان	2
تَجَاوَز	كَبِير	1
تَجَاوَز	لَجَأ	1
تَجَاوَز	لَم	1
تَجَاوَز	مَا	3
تَجَاوَز	مَبلَغ	1
تَجَاوَز	مِصر	1
تَجَاوَز	وَ	3
تَجَاوَز	وَصَل	1
تَجَاوَز	وَقت	1
تَجَاوُز	أَمكَن	1
تَجَاوُز	اِستِمرَار	2
تَجَاوُز	اِنبَغَى	1
تَجَاوُز	اِنتَقَد	1
تَجَاوُز	تَطَلَّب	1
تَجَاوُز	حَذَّر	1
تَجَاوُز	قَرَّر	1
تَجَاوُز	نَجَح	1
تَجَاوُز	نَدَّد	1
تَجَاوُز	وَ	1
تَجَدَّد	خِلَاف	1
تَجَدُّد	قَابِل	1
تَجَرَّأ	قَال	1
تَجَرُّد	فِسق	1
تَجَزَّأ	جُزء	3
تَجَسَّد	بَدَأ	1
تَجَسَّد	تَمَثَّل	1
تَجَسُّس	تَشكِيل	1
تَجَسُّس	طَائِرَة	5
تَجَسُّس	مُكَافَحَة	1
تَجَمَّع	اِعتَرَف	1
تَجَمَّع	سَلَّم	1
تَجَمَّع	وَ	1
تَجَمُّد	عَانَى	1
تَجَمُّع	أَكبَر	2
تَجَمُّع	أَوجَد	1
تَجَمُّع	اَلَّذِي	1
تَجَمُّع	اِنتَظَم	1
تَجَمُّع	بَعض	1
تَجَمُّع	تَمَثَّل	1
تَجَمُّع	حِزب	4
تَجَمُّع	دَولَة	1
تَجَمُّع	رَئِيس	3
تَجَمُّع	شَهِد	1
تَجَمُّع	طَالَب	1
تَجَمُّع	فَتح	1
تَجَمُّع	لَا	1
تَجَمُّع	مَكَان	1
تَجَمُّع	مُؤَسَّسَة	1
تَجَمُّع	مُرَشَّح	1
تَجَمُّع	مُفَاوَضَة	1
تَجَمُّع	نَائِب	1
تَجَمُّع	نَادَى	1
تَجَمُّع	نَقل	2
تَجَمُّع	وَحل	1
تَجَمُّع	وَقَف	1
تَجَنَّب	اقضي	1
تَجَنَّب	بِ	1
تَجَنَّب	حَاوَل	2
تَجَنَّب	مُلتَزِم	1
تَجَنَّب	وَ	1
تَجَنَّب	وَدِيعَة	1
تَجَنُّب	إِقبَال	1
تَجَنُّب	اِنتِهَاج	1
تَجَنُّب	بَذَل	2
تَجَنُّب	تَطَلَّب	1
تَجَنُّب	تَمّ	1
تَجَنُّب	دَافِع	1
تَجَنُّب	ضَابِط	1
تَجَنُّب	كَان	2
تَجَنُّب	وَقف	1
تَجَنُّس	حُرمَة	2
تَجَوَّل	تَسَنَّى	1
تَجَوُّل	حَظر	1
تَجَوُّل	سَهَر	1
تَجَوُّل	وَجَد	1
تَحتَ	أمرة	1
تَحتَ	أَرض	2
تَحتَ	أَيّ	2
تَحتَ	إِشرَاف	6
تَحتَ	إِنشَاء	1
تَحتَ	اشراف	1
تَحتَ	اِسم	2
تَحتَ	بَحر	1
تَحتَ	بَقِي	1
تَحتَ	بَند	1
تَحتَ	جِنح	1
تَحتَ	حذائي	1
تَحتَ	حَاجِز	1
تَحتَ	حِرَاسَة	1
تَحتَ	خيوط	1
تَحتَ	دَعوَى	1
تَحتَ	رِئَاسَة	1
تَحتَ	رِعَايَة	3
تَحتَ	سَاحَة	1
تَحتَ	سَقف	1
تَحتَ	سَيطَرَة	1
تَحتَ	سِلك	1
تَحتَ	شَمس	1
تَحتَ	شُبهَة	1
تَحتَ	شِعَار	3
تَحتَ	ضَربَة	1
تَحتَ	طَائِلَة	2
تَحتَ	عناوين	1
تَحتَ	عُنوَان	10
تَحتَ	عِشرُون	1
تَحتَ	قَاع	1
تَحتَ	قِيَادَة	1
تَحتَ	مُعَدَّل	1
تَحتَ	مِظَلَّة	2
تَحتَ	مِنَصَّة	1
تَحتَ	هُوَ	2
تَحتَ	وَابِل	2
تَحتَ	وَضع	1
تَحتِيّ	بِنيَة	7
تَحجِيم	بَدِيل	1
تَحدِيث	آن	1
تَحدِيث	إِسترَاتِيجِيَّة	1
تَحدِيث	بَرنَامَج	2
تَحدِيث	تَوَلَّى	1
تَحدِيث	خُطَّة	1
تَحدِيث	طَالَب	1
تَحدِيث	قَام	1
تَحدِيث	لَازِم	1
تَحدِيث	مَسِيرَة	1
تَحدِيد	آلِيَّة	2
تَحدِيد	أَتَمّ	1
تَحدِيد	أَتَى	1
تَحدِيد	أَجرَى	1
تَحدِيد	أَمكَن	2
تَحدِيد	إِغلَاق	1
تَحدِيد	اراء	1
تَحدِيد	اِتِّجَاه	1
تَحدِيد	اِتِّفَاق	1
تَحدِيد	اِستَطَاع	1
تَحدِيد	اِستَعمَل	1
تَحدِيد	اِشتِرَاك	1
تَحدِيد	اِنتَقَد	1
تَحدِيد	بَحَث	1
تَحدِيد	بِدَايَة	1
تَحدِيد	تَحدِيد	1
تَحدِيد	تَحَمُّل	1
تَحدِيد	تَدَخَّل	1
تَحدِيد	تَرك	1
تَحدِيد	تَطوِير	1
تَحدِيد	تَعرِيف	1
تَحدِيد	تَعَاوَن	1
تَحدِيد	تَعَرَّض	1
تَحدِيد	تَعَلَّق	1
تَحدِيد	تَقَرَّر	1
تَحدِيد	تَكلِيف	1
تَحدِيد	تَمَكَّن	1
تَحدِيد	تَمّ	4
تَحدِيد	تَنظِيم	1
تَحدِيد	تَوَافُق	1
تَحدِيد	تَوَصَّل	1
تَحدِيد	جَارِي	1
تَحدِيد	جَامِعَة	1
تَحدِيد	جَرَى	2
تَحدِيد	حَاوَل	1
تَحدِيد	حُصر	1
تَحدِيد	حِفَاظ	1
تَحدِيد	خَلِيج	1
تَحدِيد	دَورِيّ	1
تَحدِيد	دِرَاسَة	1
تَحدِيد	رَبَط	1
تَحدِيد	رَفَض	2
تَحدِيد	زَار	1
تَحدِيد	زِيَادَة	1
تَحدِيد	ستساعدنا	1
تَحدِيد	سَحَب	1
تَحدِيد	سَمَح	1
تَحدِيد	شَكوَى	1
تَحدِيد	شِرَاء	1
تَحدِيد	ضَرُورَة	3
تَحدِيد	ضَمّ	1
تَحدِيد	طَالَب	1
تَحدِيد	طَبَّق	1
تَحدِيد	طَلَب	1
تَحدِيد	عَدَم	1
تَحدِيد	عَمَل	1
تَحدِيد	قَائِد	1
تَحدِيد	مَعرَكَة	1
تَحدِيد	مَعرِفَة	1
تَحدِيد	مَنح	1
تَحدِيد	مَنظُومَة	1
تَحدِيد	مُبَارَاة	1
تَحدِيد	مُشَاوَرَة	1
تَحدِيد	وَجَّه	1
تَحذِير	أَمَل	1
تَحذِير	أُخليت	1
تَحذِير	إِطلَاق	1
تَحذِير	تَعرِيف	1
تَحذِير	شَكل	1
تَحذِير	شَمَل	1
تَحذِير	نَقَل	1
تَحذِير	وَجَّه	1
تَحرِير	آلِيَّة	2
تَحرِير	أَتَمّ	1
تَحرِير	أَدَّى	1
تَحرِير	أَعطَى	1
تَحرِير	إِلَّا	1
تَحرِير	الريادة	1
تَحرِير	اِتِّحَاد	1
تَحرِير	اِتِّفَاقِيَّة	1
تَحرِير	اِستِكمَال	1
تَحرِير	اِكتَمَل	1
تَحرِير	اِنطَلَق	1
تَحرِير	تَحَدِّي	1
تَحرِير	تَمّ	1
تَحرِير	جَبهَة	3
تَحرِير	جَمَاعَة	1
تَحرِير	جَيش	8
تَحرِير	حَرب	2
تَحرِير	حَرَكَة	4
تَحرِير	حِزب	1
تَحرِير	خَطوَة	1
تَحرِير	رَئِيس	5
تَحرِير	سَاهَم	1
تَحرِير	سِعر	1
تَحرِير	سِيَاسَة	3
تَحرِير	شَدَّد	1
تَحرِير	طَالَب	1
تَحرِير	طَرد	1
تَحرِير	عَكَس	1
تَحرِير	فَحص	1
تَحرِير	قَرَار	1
تَحرِير	قَرَّر	1
تَحرِير	مُدِير	2
تَحرِير	مُنَظَّمَة	2
تَحرِير	نِظَام	2
تَحرِيرِيّ	حَرب	1
تَحرِيض	إِرهَاب	1
تَحرِيض	اِتِّهَام	2
تَحرِيض	اِستِغلَال	1
تَحرِيض	تَمَثَّل	1
تَحرِيض	حَملَة	1
تَحرِيض	زَعم	1
تَحرِيض	مُحَاوَلَة	1
تَحرِيض	مُستَوَى	1
تَحرِيض	نَشر	1
تَحرِيض	هَدَف	1
تَحرِيض	وَقَف	1
تَحرِيضِيّ	حَملَة	1
تَحرِيك	أَرَاد	1
تَحرِيك	إِدَانَة	1
تَحرِيك	تَموِيل	1
تَحرِيك	جَاء	1
تَحرِيك	جَهد	1
تَحرِيك	دَعَا	1
تَحرِيك	رَجَّح	1
تَحرِيك	سَاعَد	1
تَحرِيك	شَجَّع	1
تَحرِيك	عَدَم	1
تَحرِيك	قَام	1
تَحرِيك	كَيفِيَّة	1
تَحرِيك	مَعنِيّ	1
تَحرِيك	مُحَادَثَة	1
تَحرِيك	هَامِش	1
تَحرِيك	وَجَب	1
تَحرِيم	فتواه	1
تَحرِيم	فتوى	1
تَحسِين	أَدَّى	1
تَحسِين	إِعَادَة	1
تَحسِين	إِلَّا	1
تَحسِين	إِنجَاز	1
تَحسِين	الانصراف	1
تَحسِين	اِتَّخَذ	1
تَحسِين	اِجتِذَاب	2
تَحسِين	اِستِفَادَة	1
تَحسِين	باعلان	1
تَحسِين	تَبَرُّع	1
تَحسِين	تَحسِين	1
تَحسِين	تَرَكَّز	1
تَحسِين	تَمَثَّل	1
تَحسِين	تَمّ	1
تَحسِين	جَاء	1
تَحسِين	خَطوَة	1
تَحسِين	سَاهَم	1
تَحسِين	سَبِيل	1
تَحسِين	سَعي	1
تَحسِين	شَأن	1
تَحسِين	ضَمَان	1
تَحسِين	عَمِل	2
تَحسِين	عِدَّة	1
تَحسِين	قَال	1
تَحسِين	قَرَّر	1
تَحسِين	مَجَال	1
تَحسِين	مُحَاوَلَة	1
تَحسِين	مُسَاعَدَة	1
